lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	is_randomized
eat	eating	Yea im finally back after a good long clearing walk and rest in the shade of the trees as i right this i'm eating my dinner so i cant do much about legend yet	29964	0	25	"('Yea', 'i', 'm', 'finally', 'back', 'after', 'a', 'good', 'long', 'clearing', 'walk', 'and', 'rest', 'in', 'the', 'shade', 'of', 'the', 'trees', 'as', 'i', 'right', 'this', 'i', ""'m"", 'eating', 'my', 'dinner', 'so', 'i', 'ca', 'nt', 'do', 'much', 'about', 'legend', 'yet')"	False
earn	earned	right now i am wearing only the shorts that earned me the name of 'chicken legs' earlier this year.	168	1	9	"('right', 'now', 'i', 'am', 'wearing', 'only', 'the', 'shorts', 'that', 'earned', 'me', 'the', 'name', 'of', ""'"", 'chicken', 'legs', ""'"", 'earlier', 'this', 'year', '.')"	False
earn	earning	I wish i'd left school at sixteen and gone into a crappy office junior, filing and making tea kinda job, cos i'd be earning about four times as much as i am by now, and i wouldn't have all my student debts.	14146	10	27	"('I', 'wish', 'i', ""'d"", 'left', 'school', 'at', 'sixteen', 'and', 'gone', 'into', 'a', 'crappy', 'office', 'junior', ',', 'filing', 'and', 'making', 'tea', 'kinda', 'job', ',', 'cos', 'i', ""'d"", 'be', 'earning', 'about', 'four', 'times', 'as', 'much', 'as', 'i', 'am', 'by', 'now', ',', 'and', 'i', 'would', ""n't"", 'have', 'all', 'my', 'student', 'debts', '.')"	False
earn	earn	ein gutes wort einlegen   pretty much they earn pretty much money together.	17934	48	8	('ein', 'gutes', 'wort', 'einlegen', '  ', 'pretty', 'much', 'they', 'earn', 'pretty', 'much', 'money', 'together', '.')	False
eat	eat	apparently, we eat there a lot, because the owner asked us to go online and fill out some positive user reviews on restaurant sites, but we forgot right after he asked.	20651	1	3	('apparently', ',', 'we', 'eat', 'there', 'a', 'lot', ',', 'because', 'the', 'owner', 'asked', 'us', 'to', 'go', 'online', 'and', 'fill', 'out', 'some', 'positive', 'user', 'reviews', 'on', 'restaurant', 'sites', ',', 'but', 'we', 'forgot', 'right', 'after', 'he', 'asked', '.')	False
eat	eating	I feel my life shifting for the better...i've started eating better and, by cutting out diet soda, the weight is starting to fly off (and isn't that ironic that to lose weight you have to not drink diet soda?), i'm making new friends, i'm painting again, my home is great, my cat is cute as hell, and my best friend is happy.	25207	48	11	"('I', 'feel', 'my', 'life', 'shifting', 'for', 'the', 'better', '...', ""i've"", 'started', 'eating', 'better', 'and', ',', 'by', 'cutting', 'out', 'diet', 'soda', ',', 'the', 'weight', 'is', 'starting', 'to', 'fly', 'off', '(', 'and', 'is', ""n't"", 'that', 'ironic', 'that', 'to', 'lose', 'weight', 'you', 'have', 'to', 'not', 'drink', 'diet', 'soda', '?', ')', ',', 'i', ""'m"", 'making', 'new', 'friends', ',', 'i', ""'m"", 'painting', 'again', ',', 'my', 'home', 'is', 'great', ',', 'my', 'cat', 'is', 'cute', 'as', 'hell', ',', 'and', 'my', 'best', 'friend', 'is', 'happy', '.')"	False
eat	eat	Why did i have to eat that last oatmeal cookie so late at night?	22103	20	5	('Why', 'did', 'i', 'have', 'to', 'eat', 'that', 'last', 'oatmeal', 'cookie', 'so', 'late', 'at', 'night', '?')	False
earn	earned	My hard earned rank and my damn position.	34742	9	2	('My', 'hard', 'earned', 'rank', 'and', 'my', 'damn', 'position', '.')	False
eat	ate	c',)  yesterday me & fendy went to seoul garden and ate like we never ate before..	30393	3	14	"('c', ""'"", ',', ')', ' ', 'yesterday', 'me', '&', 'fendy', 'went', 'to', 'seoul', 'garden', 'and', 'ate', 'like', 'we', 'never', 'ate', 'before', '..')"	False
eat	eat	I'm trying to pay for college and eat off of my poker funds.	23915	25	8	"('I', ""'m"", 'trying', 'to', 'pay', 'for', 'college', 'and', 'eat', 'off', 'of', 'my', 'poker', 'funds', '.')"	False
earn	earn	Yeah, on those who earn over $200,000 but cuts for everyone else.	33199	5	5	('Yeah', ',', 'on', 'those', 'who', 'earn', 'over', '$', '200,000', 'but', 'cuts', 'for', 'everyone', 'else', '.')	False
earn	earned	Mr. sharpton has earned my respect, and my admiration.	16865	16	3	('Mr.', 'sharpton', 'has', 'earned', 'my', 'respect', ',', 'and', 'my', 'admiration', '.')	False
earn	earned	i think i should rather be loved because i have earned that love; because i am worth being loved.	154	16	10	('i', 'think', 'i', 'should', 'rather', 'be', 'loved', 'because', 'i', 'have', 'earned', 'that', 'love', ';', 'because', 'i', 'am', 'worth', 'being', 'loved', '.')	False
earn	earned	Our triumphs earned our seniors' praises.	30256	4	2	"('Our', 'triumphs', 'earned', 'our', 'seniors', ""'"", 'praises', '.')"	False
eat	eat	in the morning, my family brought linda to taka crystal jade palace to eat tim sum den went to the temple to pray.	16561	15	14	('in', 'the', 'morning', ',', 'my', 'family', 'brought', 'linda', 'to', 'taka', 'crystal', 'jade', 'palace', 'to', 'eat', 'tim', 'sum', 'den', 'went', 'to', 'the', 'temple', 'to', 'pray', '.')	False
earn	earn	You know who you are] but one of you gets, or used to get, more money in a month than most people earn in six.	10484	27	25	('You', 'know', 'who', 'you', 'are', ']', 'but', 'one', 'of', 'you', 'gets', ',', 'or', 'used', 'to', 'get', ',', 'more', 'money', 'in', 'a', 'month', 'than', 'most', 'people', 'earn', 'in', 'six', '.')	False
earn	earn	The values espoused were wise decision making, extreme focus, risk taking, and a having 'save and invest' mentality towards the acquisition of money, not 'earn and buy' mentality.	25091	5	31	"('The', 'values', 'espoused', 'were', 'wise', 'decision', 'making', ',', 'extreme', 'focus', ',', 'risk', 'taking', ',', 'and', 'a', 'having', ""'"", 'save', 'and', 'invest', ""'"", 'mentality', 'towards', 'the', 'acquisition', 'of', 'money', ',', 'not', ""'"", 'earn', 'and', 'buy', ""'"", 'mentality', '.')"	False
eat	eating	I was watching a cnn talkback special while was eating at the food court today, and they had the sugar hill gang on as guests.	24564	7	9	('I', 'was', 'watching', 'a', 'cnn', 'talkback', 'special', 'while', 'was', 'eating', 'at', 'the', 'food', 'court', 'today', ',', 'and', 'they', 'had', 'the', 'sugar', 'hill', 'gang', 'on', 'as', 'guests', '.')	False
earn	earn	we had to earn it.	8227	1	3	('we', 'had', 'to', 'earn', 'it', '.')	False
earn	earned	I had juz earned.	21887	17	3	('I', 'had', 'juz', 'earned', '.')	False
eat	eating	We began by drinking some wine and eating some cheese and sausage and almonds.	29445	9	7	('We', 'began', 'by', 'drinking', 'some', 'wine', 'and', 'eating', 'some', 'cheese', 'and', 'sausage', 'and', 'almonds', '.')	False
earn	earned	it was quite obvious to me that the lady earned her living as a thick-skinned charlatan, and i walked away not planning to give the meeting a second thought.	24134	21	9	('it', 'was', 'quite', 'obvious', 'to', 'me', 'that', 'the', 'lady', 'earned', 'her', 'living', 'as', 'a', 'thick', '-', 'skinned', 'charlatan', ',', 'and', 'i', 'walked', 'away', 'not', 'planning', 'to', 'give', 'the', 'meeting', 'a', 'second', 'thought', '.')	False
earn	earn	she onli earn $4... she lost $7...	19933	7	2	('she', 'onli', 'earn', '$', '4', '...', 'she', 'lost', '$', '7', '...')	False
eat	ate	So we ate our pizzas, forcing ourselves to eat 5 pieces each!!	37646	42	2	('So', 'we', 'ate', 'our', 'pizzas', ',', 'forcing', 'ourselves', 'to', 'eat', '5', 'pieces', 'each', '!', '!')	False
eat	eat	but anyway, yah it was definitely really nice- there was even a portion of the tour where we got to go into the grape fields and actually pick and eat different grapes that they use for different wines!	36955	33	30	('but', 'anyway', ',', 'yah', 'it', 'was', 'definitely', 'really', 'nice-', 'there', 'was', 'even', 'a', 'portion', 'of', 'the', 'tour', 'where', 'we', 'got', 'to', 'go', 'into', 'the', 'grape', 'fields', 'and', 'actually', 'pick', 'and', 'eat', 'different', 'grapes', 'that', 'they', 'use', 'for', 'different', 'wines', '!')	False
eat	eat	And then our wing and elizabeth's wing played mud soccer...that was super ultra fun...and then the boy called me around 8:00 and asked me to go eat with him...	21006	37	31	"('And', 'then', 'our', 'wing', 'and', 'elizabeth', ""'s"", 'wing', 'played', 'mud', 'soccer', '...', 'that', 'was', 'super', 'ultra', 'fun', '...', 'and', 'then', 'the', 'boy', 'called', 'me', 'around', '8:00', 'and', 'asked', 'me', 'to', 'go', 'eat', 'with', 'him', '...')"	False
earn	earned	Granted, it would only be $9,000 for two degrees earned at asu, but freak...who wants to pay bills?	39131	7	11	('Granted', ',', 'it', 'would', 'only', 'be', '$', '9,000', 'for', 'two', 'degrees', 'earned', 'at', 'asu', ',', 'but', 'freak', '...', 'who', 'wants', 'to', 'pay', 'bills', '?')	False
eat	eating	When i first started eating it, i was like, 'okay, this is gross, but i can eat it.'	969	43	4	"('When', 'i', 'first', 'started', 'eating', 'it', ',', 'i', 'was', 'like', ',', ""'"", 'okay', ',', 'this', 'is', 'gross', ',', 'but', 'i', 'can', 'eat', 'it', '.', ""'"")"	False
eat	ate	all the apples you ate while in the boundaries were free, and whatever you put in the bag was charged by the pound.	30164	62	4	('all', 'the', 'apples', 'you', 'ate', 'while', 'in', 'the', 'boundaries', 'were', 'free', ',', 'and', 'whatever', 'you', 'put', 'in', 'the', 'bag', 'was', 'charged', 'by', 'the', 'pound', '.')	False
eat	ate	Blogger ate it.	14354	1	1	('Blogger', 'ate', 'it', '.')	False
earn	earn	But the problem is, i always think that i am not smart enough to 'earn' it.	3744	61	16	"('But', 'the', 'problem', 'is', ',', 'i', 'always', 'think', 'that', 'i', 'am', 'not', 'smart', 'enough', 'to', ""'"", 'earn', ""'"", 'it', '.')"	False
earn	Earn	Earn your degree in just 2-3 years.	33724	6	0	('Earn', 'your', 'degree', 'in', 'just', '2', '-', '3', 'years', '.')	False
earn	earn	Let me be frank with you, i was handling problems in my other professional life, but leo, at b's direction (earn that producing credit, son!)	8756	3	25	"('Let', 'me', 'be', 'frank', 'with', 'you', ',', 'i', 'was', 'handling', 'problems', 'in', 'my', 'other', 'professional', 'life', ',', 'but', 'leo', ',', 'at', 'b', ""'s"", 'direction', '(', 'earn', 'that', 'producing', 'credit', ',', 'son', '!', ')')"	False
earn	earn	I will earn my trust as they will mine.	9688	39	2	('I', 'will', 'earn', 'my', 'trust', 'as', 'they', 'will', 'mine', '.')	False
eat	eat	There were a couple of hours learning about the culture, which was cool, then we went to don pablo's to eat and salsa dance until about 1 a.m.	23210	1	23	"('There', 'were', 'a', 'couple', 'of', 'hours', 'learning', 'about', 'the', 'culture', ',', 'which', 'was', 'cool', ',', 'then', 'we', 'went', 'to', 'don', 'pablo', ""'s"", 'to', 'eat', 'and', 'salsa', 'dance', 'until', 'about', '1', 'a.m.')"	False
eat	eating	*  goku:  *running and shouting*  i've face flesh-eating youkai, but i've never faced such horrible singing!	35290	1	16	"('*', ' ', 'goku', ':', ' ', '*', 'running', 'and', 'shouting', '*', ' ', 'i', ""'ve"", 'face', 'flesh', '-', 'eating', 'youkai', ',', 'but', 'i', ""'ve"", 'never', 'faced', 'such', 'horrible', 'singing', '!')"	False
eat	ate	I went out with chin han and woon han today, i was itchy all over, must be something i ate, very gao wei man, in the train with the itch all over, can't wait to get home, but after i slept and then woke up, its ok, think its some allergy of some sort.	18127	11	21	"('I', 'went', 'out', 'with', 'chin', 'han', 'and', 'woon', 'han', 'today', ',', 'i', 'was', 'itchy', 'all', 'over', ',', 'must', 'be', 'something', 'i', 'ate', ',', 'very', 'gao', 'wei', 'man', ',', 'in', 'the', 'train', 'with', 'the', 'itch', 'all', 'over', ',', 'ca', ""n't"", 'wait', 'to', 'get', 'home', ',', 'but', 'after', 'i', 'slept', 'and', 'then', 'woke', 'up', ',', 'its', 'ok', ',', 'think', 'its', 'some', 'allergy', 'of', 'some', 'sort', '.')"	False
earn	earned	The two and a half years of trust and respect that i worked hard for and earned .. gone at an instant..	33578	17	16	('The', 'two', 'and', 'a', 'half', 'years', 'of', 'trust', 'and', 'respect', 'that', 'i', 'worked', 'hard', 'for', 'and', 'earned', '..', 'gone', 'at', 'an', 'instant', '..')	False
eat	ate	ate.	11481	9	0	('ate', '.')	False
earn	earns	Whatever he did, he did it wrong and earns her anger and heartbreak.	8381	3	9	('Whatever', 'he', 'did', ',', 'he', 'did', 'it', 'wrong', 'and', 'earns', 'her', 'anger', 'and', 'heartbreak', '.')	False
earn	earned	Still on the theme of sainthood, i think i earned my wings the other night.	4423	1	10	('Still', 'on', 'the', 'theme', 'of', 'sainthood', ',', 'i', 'think', 'i', 'earned', 'my', 'wings', 'the', 'other', 'night', '.')	False
eat	eat	Each of us controls how much fast food we eat or our young children eat.	23802	36	9	('Each', 'of', 'us', 'controls', 'how', 'much', 'fast', 'food', 'we', 'eat', 'or', 'our', 'young', 'children', 'eat', '.')	False
earn	earn	At first he would tell me we had to earn first.	35357	14	9	('At', 'first', 'he', 'would', 'tell', 'me', 'we', 'had', 'to', 'earn', 'first', '.')	False
eat	eat	I felt bad, i was a little late, but she got over it, got her lunch and stephanie and returned to the art room office where i watched the two of them and valley eat their lunch, disscussing random topics of boys, teachers and school work.	23459	41	37	('I', 'felt', 'bad', ',', 'i', 'was', 'a', 'little', 'late', ',', 'but', 'she', 'got', 'over', 'it', ',', 'got', 'her', 'lunch', 'and', 'stephanie', 'and', 'returned', 'to', 'the', 'art', 'room', 'office', 'where', 'i', 'watched', 'the', 'two', 'of', 'them', 'and', 'valley', 'eat', 'their', 'lunch', ',', 'disscussing', 'random', 'topics', 'of', 'boys', ',', 'teachers', 'and', 'school', 'work', '.')	False
earn	earn	And then you earn the right to die in the company of someone you resent, covered in open sores.	26654	22	3	('And', 'then', 'you', 'earn', 'the', 'right', 'to', 'die', 'in', 'the', 'company', 'of', 'someone', 'you', 'resent', ',', 'covered', 'in', 'open', 'sores', '.')	False
eat	eat	we had breakfast, went to the pool (for like 3 hours), ate lunch, watched tv, watched freaky friday, went to the pool, took a bubble bath, eat dinner, watch tv, and now they're finally sleeping!	13018	51	35	"('we', 'had', 'breakfast', ',', 'went', 'to', 'the', 'pool', '(', 'for', 'like', '3', 'hours', ')', ',', 'ate', 'lunch', ',', 'watched', 'tv', ',', 'watched', 'freaky', 'friday', ',', 'went', 'to', 'the', 'pool', ',', 'took', 'a', 'bubble', 'bath', ',', 'eat', 'dinner', ',', 'watch', 'tv', ',', 'and', 'now', 'they', ""'re"", 'finally', 'sleeping', '!')"	False
eat	eat	it was ok since i eat in class.	26983	4	5	('it', 'was', 'ok', 'since', 'i', 'eat', 'in', 'class', '.')	False
eat	eating	where i come from, we break most foods in half -- cookies, for example -- before eating them (so that all the calories fall out), so i can totally get behind his mode of thought.	20607	4	18	('where', 'i', 'come', 'from', ',', 'we', 'break', 'most', 'foods', 'in', 'half', '--', 'cookies', ',', 'for', 'example', '--', 'before', 'eating', 'them', '(', 'so', 'that', 'all', 'the', 'calories', 'fall', 'out', ')', ',', 'so', 'i', 'can', 'totally', 'get', 'behind', 'his', 'mode', 'of', 'thought', '.')	False
eat	eat	hm there was some drama with scheduling- but ended up i went to eat with will's family (grandparents + an aunt) at this place on colima and then me/will went back to my place afterwards to spend some quality time together!	37170	44	13	"('hm', 'there', 'was', 'some', 'drama', 'with', 'scheduling-', 'but', 'ended', 'up', 'i', 'went', 'to', 'eat', 'with', 'will', ""'s"", 'family', '(', 'grandparents', '+', 'an', 'aunt', ')', 'at', 'this', 'place', 'on', 'colima', 'and', 'then', 'me', '/', 'will', 'went', 'back', 'to', 'my', 'place', 'afterwards', 'to', 'spend', 'some', 'quality', 'time', 'together', '!')"	False
earn	earn	Its nice to earn some money, but when its so sunny and all i wanna do is be outside working just isnt fun.	1344	3	3	('Its', 'nice', 'to', 'earn', 'some', 'money', ',', 'but', 'when', 'its', 'so', 'sunny', 'and', 'all', 'i', 'wanna', 'do', 'is', 'be', 'outside', 'working', 'just', 'is', 'nt', 'fun', '.')	False
eat	ate	Last night i went and ate at outback steak house with matt and brian and my mom.	21034	8	5	('Last', 'night', 'i', 'went', 'and', 'ate', 'at', 'outback', 'steak', 'house', 'with', 'matt', 'and', 'brian', 'and', 'my', 'mom', '.')	False
